id,name,name_en,description,one_liner,edinet_code,created_at,updated_at
858,ＳＲＡホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
859,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
860,リミックスポイント,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
861,システムインテグレータ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
862,朝日ネット,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
863,ｅＢＡＳＥ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
864,アバントグループ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
865,アドソル日進,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
866,ＯＤＫソリューションズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
867,パス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
868,ジーダット,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
869,ネクストジェン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
870,フリービット,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
871,コムチュア,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
872,アイフリークモバイル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
873,データ・アプリケーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
874,エヌ・ティ・ティ・データ・イントラマート,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
875,日本一ソフトウェア,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
876,アステリア,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
877,アイル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
878,Ａｂａｌａｎｃｅ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
879,ユビキタスＡＩ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
880,王子ホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
881,日本製紙,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
882,三菱製紙,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
883,北越コーポレーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
884,中越パルプ工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
885,巴川コーポレーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
886,大王製紙,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
887,ニッポン高度紙工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
888,岡山製紙,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
889,ハビックス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
890,阿波製紙,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
891,クラウドワークス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
892,マークラインズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
893,ｇｕｍｉ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
894,カヤック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
895,データセクション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
896,シリコンスタジオ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
897,コラボス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
898,ショーケース,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
899,エムケイシステム,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
900,Ａｉｍｉｎｇ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
901,モバイルファクトリー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
902,ＧｒｅｅｎＢｅｅ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
903,ＪＩＧ－ＳＡＷ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
904,テラスカイ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
905,デジタル・インフォメーション・テクノロジー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
906,アイリッジ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
907,ＰＣＩホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
908,アイビーシー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
909,ネオジャパン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
910,ＰＲ　ＴＩＭＥＳ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
911,ラクス,RAKUS,経費精算 SaaS『楽楽精算』、電子帳簿『楽楽明細』が主力。SaaS 国内大手では珍しく営業利益率 20% 超を維持しながら成長中。電子帳簿保存法・インボイス制度対応で需要拡大。,経費精算と電子帳簿の SaaS で国内シェア上位。先行投資型ではなく利益と成長を両立する稀有なタイプの SaaS。法改正（インボイス・電帳法）が追い風で需要急増。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
912,ダブルスタンダード,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
913,オープンドア,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
914,フーバーブレイン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
915,マイネット,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
916,ソーシャルワイヤー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
917,はてな,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
918,バリューゴルフ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
919,アカツキ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
920,チエル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
921,ベネフィットジャパン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
922,エディア,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
923,グローバルウェイ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
924,Ｕｂｉｃｏｍホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
925,カナミックネットワーク,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
926,ノムラシステムコーポレーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
927,レンゴー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
928,大石産業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
929,古林紙工,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
930,スーパーバッグ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
931,トーモク,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
932,ダイナパック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
933,光ビジネスフォーム,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
934,ザ・パック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
935,朝日印刷,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
936,大村紙業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
937,昭和パックス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
938,イムラ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
939,笹徳印刷,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
940,チェンジホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
941,シンクロ・フード,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
942,オークネット,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
943,キャピタル・アセット・プランニング,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
944,エルテス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
945,セグエグループ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
946,エイトレッド,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
947,イノベーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
948,ＳＣＡＴ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
949,シャノン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
950,うるる,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
951,ビーグリー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
952,オロ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
953,ユーザーローカル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
954,テモナ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
955,ビーブレイクシステムズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
956,エコモット,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
957,ＳＹＳホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
958,シェアリングテクノロジー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
959,ウォンテッドリー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
960,ニーズウェル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
961,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
962,マネーフォワード,Money Forward,個人向け家計簿アプリと法人向けクラウド会計 SaaS の両軸。法人向け『Money Forward クラウド』は会計・経費・人事労務・請求書のスイート展開。AI 活用と海外展開（インドネシア・ベトナム）が成長ドライバ。,個人向け家計簿と法人向け会計 SaaS の両軸を持つ会社。法人向けは中小企業のデジタル経理化を支援。先行投資中で利益はまだ薄いが、ARR の成長率が高い。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
963,サインポスト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
964,トレードワークス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
965,すららネット,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
966,レゾナック・ホールディングス,Resonac,旧昭和電工＋日立化成。CMP スラリー・封止材・銅張積層板など半導体後工程材料で世界トップ群。石化など市況事業を抱える複合化学から『半導体材料会社』への転換途上で、ポートフォリオ再編が評価の鍵。,半導体を仕上げる工程で使う材料（研磨剤・封止材など）の世界的大手。昭和電工と日立化成が合併してできた会社で、化学コンビナートも持つ。『総合化学から半導体材料会社へ』変身中の企業。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
967,住友化学,Sumitomo Chemical,"総合化学大手だが、サウジ Petro Rabigh の巨額赤字（2024-25 年で累計 -5,000 億円規模）で連結赤字に転落。医薬子会社 Dainippon Sumitomo Pharma（4506 住友ファーマ、買収済み Sumitomo Pharma）の精神疾患薬パイプライン失敗も追い打ち。汎用化学・農業化学・医薬・電子材料の 4 軸再編が緊急課題。",総合化学大手だが、サウジ合弁 Petro Rabigh の巨額赤字で連結赤字（2024-25 年）に転落。事業再編・人員削減・配当維持の三立で対応中、PBR 0.62 倍は化学業界最低水準で再建シナリオの宝くじ性格。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
968,住友精化,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
969,ヘッドウォータース,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
970,アクシス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
971,勤次郎,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
972,カラダノート,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
973,ペイクラウドホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
974,ＭＩＴホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
975,クリーマ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
976,スタメン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
977,ビートレンド,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
978,日産化学,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
979,ラサ工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
980,クレハ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
981,多木化学,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
982,神島化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
983,テイカ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
984,石原産業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
985,片倉コープアグリ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
986,南海化学,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
987,日本曹達,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
988,東ソー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
989,トクヤマ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
990,セントラル硝子,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
991,東亞合成,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
992,大阪ソーダ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
993,関東電化工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
994,ＧＭＯフィナンシャルゲート,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
995,フィーチャ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
996,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
997,日本情報クリエイト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
998,ティアンドエスグループ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
999,ニューラルグループ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1000,インターファクトリー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1001,トヨクモ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1002,まぐまぐ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1003,ｒａｋｕｍｏ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1004,デンカ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1005,イビデン,Ibiden,IC パッケージ基板（FC-BGA）の世界大手。インテル向けで成長し、AI サーバー（GPU）向けが急拡大中。大型化・多層化する AI 向け基板への先行投資（岐阜の新工場群）の回収局面が焦点。,半導体チップと電子基板をつなぐ『パッケージ基板』の世界大手。AI 半導体はチップが巨大なぶん基板も大型で複雑になるため、その追い風を受ける。岐阜の工場群で大型投資を実行中。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1006,信越化学工業,Shin-Etsu Chemical,300mm シリコンウェハ世界トップ。塩ビ事業（米国）も世界トップで現金創出力が極めて高い。PVC 市況循環と半導体ウェハ需要の両エンジン構造。,半導体の素材『シリコンウェハ』で世界シェアトップ。同時に米国で塩化ビニル（PVC）でも世界トップを持つ二面性企業で、半導体だけ見ても評価が難しい構造。営業利益の 40% 弱は PVC で稼ぐ。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1007,日本カーバイド工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1008,ベイシス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1009,ＢｌｕｅＭｅｍｅ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1010,プラスアルファ・コンサルティング,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1011,電算システムホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1012,ジィ・シィ企画,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1013,ラキール,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1014,ブレインズテクノロジー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1015,シイエヌエス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1016,堺化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1017,第一稀元素化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1018,エア・ウォーター,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1019,日本酸素ホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1020,日本化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1021,東邦アセチレン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1022,日本化学産業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1023,日本パーカライジング,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1024,高圧ガス工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1025,チタン工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1026,四国化成ホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1027,戸田工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1028,丸尾カルシウム,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1029,伊勢化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1030,ステラ　ケミファ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1031,保土谷化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1032,田岡化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1033,日本触媒,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1034,大日精化工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1035,カネカ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1036,日本ピグメントホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1037,スガイ化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1038,大阪油化工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1039,三和油化工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1040,協和キリン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1041,プレイド,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1042,かっこ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1043,ココペリ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1044,ヤプリ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1045,ＥＮＥＣＨＡＮＧＥ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1046,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1047,グローバルインフォメーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1048,Ｈｉクラテス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1049,アピリッツ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1050,ｃｏｌｙ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1051,ココナラ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1052,ｉ‐ｐｌｕｇ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1053,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1054,ジーネクスト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1055,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1056,三菱瓦斯化学,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1057,三井化学,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1058,東京応化工業,Tokyo Ohka Kogyo,フォトレジスト世界首位級。EUV レジストで先行するメーカーの一つ。装置と異なり製造のたびに消費される材料のため、ウェハ投入量に連動する安定性の高い収益構造を持つ。,半導体の回路を『焼き付ける』ときに使う感光材＝フォトレジストで世界トップ級。装置と違って製造のたびに消費される材料なので、半導体の生産量が増えるほど売れ続ける消耗品ビジネス。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1059,大阪有機化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1060,三菱ケミカルグループ,Mitsubishi Chemical Group,国内最大の総合化学メーカー。MMA（メタクリル樹脂、世界シェア 1 位）・ポリカーボネート・フィルム等の機能性化学と、田辺三菱製薬（医薬）・大陽日酸（産業ガス、現 Nippon Sanso Holdings 旧名）を傘下に持つ。スチレン事業など汎用化学の構造不況からのポートフォリオ転換が長期テーマ。,国内最大の総合化学メーカー。MMA で世界トップ、ただし汎用化学の構造不況で利益率低位。スチレン・コークス事業の売却検討など事業ポートフォリオ転換が長期テーマ、PBR 0.92 倍と業界最割安水準。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1061,ＫＨネオケム,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1062,スパイダープラス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1063,ファブリカホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1064,ビジョナル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1065,ネオマーケティング,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1066,アスマーク,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1067,テンダ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1068,ワンダープラネット,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1069,ダイセル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1070,住友ベークライト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1071,積水化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1072,日本ゼオン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1073,アイカ工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1074,ＵＢＥ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1075,積水樹脂,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1076,旭有機材,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1077,ニチバン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1078,リケンテクノス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1079,大倉工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1080,児玉化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1081,ロンシール工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1082,積水化成品工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1083,群栄化学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1084,タイガースポリマー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1085,サンエー化研,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1086,ウルトラファブリックス・ホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1087,フジプレアム,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1088,ミライアル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1089,クラスターテクノロジー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1090,アテクト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1091,タカギセイコー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1092,ニックス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1093,ダイキアクシス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1094,ダイキョーニシカワ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1095,ポバール興業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1096,竹本容器,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1097,森六,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1098,恵和,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1099,ＴＨＥＣＯＯ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1100,サインド,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1101,網屋,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1102,エクサウィザーズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1103,ハイブリッドテクノロジーズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1104,アジアクエスト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1105,ニフティライフスタイル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
